index,seconds_since_hr_recording,date_time,Heart rate value,Rate of change,Temperature,Oxygen level,Degree of motion
18369,5510700,10/19/2022 2:45,82.36667,1.380006,100.380006,98.04667267,1
18370,5511000,10/19/2022 2:50,81.87976,-0.48691,96,96.01309,1
18371,5511300,10/19/2022 2:55,81.41318,-0.46658,96.53342,96.20008667,1
18372,5511600,10/19/2022 3:00,81.3,-0.11318,98.88682,97.22015333,1
18373,5511900,10/19/2022 3:05,75.98611,-5.31389,96,91.68611,5
18374,5512200,10/19/2022 3:10,76.365715,0.379605,96.04627167,97.379605,1
18375,5512500,10/19/2022 3:15,80.355156,3.989441,100.989441,100,3
18376,5512800,10/19/2022 3:20,80.580154,0.224998,99.224998,100,1
18377,5513100,10/19/2022 3:25,80.581825,0.001671,99.001671,98.001671,1
18378,5513400,10/19/2022 3:30,80.88702,0.305195,96.63852833,97.305195,1
18379,5513700,10/19/2022 3:35,80.91944,0.03242,96,98.03242,1
18380,5514000,10/19/2022 3:40,81.457146,0.537706,96.20437267,97.537706,1
18381,5514300,10/19/2022 3:45,83.17881,1.721664,97.05499733,99.721664,1
18382,5514600,10/19/2022 3:50,83.89167,0.71286,97.21286,97.37952667,1
18383,5514900,10/19/2022 3:55,83.75714,-0.13453,96.19880333,97.19880333,1
18384,5515200,10/19/2022 4:00,83.69143,-0.06571,96,96.93429,1
18385,5515500,10/19/2022 4:05,82.917145,-0.774285,96,96.225715,1
18386,5515800,10/19/2022 4:10,81.43833,-1.478815,96,94.85451833,1
18387,5516100,10/19/2022 4:15,80.141426,-1.296904,96,95.203096,1
18388,5516400,10/19/2022 4:20,81.439445,1.298019,97.298019,98.298019,1
18389,5516700,10/19/2022 4:25,78.82333,-2.616115,96,93.883885,3
18390,5517000,10/19/2022 4:30,81.622536,2.799206,98.799206,99.799206,3
18391,5517300,10/19/2022 4:35,81.12572,-0.496816,98.503184,96.003184,1
18392,5517600,10/19/2022 4:40,81.274605,0.148885,96,100,1
18393,5517900,10/19/2022 4:45,88.39111,7.116505,101,100,6
18394,5518200,10/19/2022 4:50,86.98889,-1.40222,96,95.09778,1
18395,5518500,10/19/2022 4:55,93.220955,6.232065,101,100,5
18396,5518800,10/19/2022 5:00,94.55221,1.331255,96.831255,97.66458833,1
18397,5519100,10/19/2022 5:05,103.32286,8.77065,101,100,6
18398,5519400,10/19/2022 5:10,113.58593,10.26307,101,100,7
18399,5519700,10/19/2022 5:15,111.95333,-1.6326,96,96.3674,1
18400,5520000,10/19/2022 5:20,107.71333,-4.24,96,93.76,3
18401,5520300,10/19/2022 5:25,113.90202,6.18869,101,100,5
18402,5520600,10/19/2022 5:30,106.15579,-7.74623,96,89.25377,6
18403,5520900,10/19/2022 5:35,107.64445,1.48866,97.98866,100,1
18404,5521200,10/19/2022 5:40,105.2381,-2.40635,96,97.59365,3
18405,5521500,10/19/2022 5:45,106.49921,1.26111,96.76111,100,1
18406,5521800,10/19/2022 5:50,111.39987,4.90066,101,100,3
18407,5522100,10/19/2022 5:55,114.874954,3.475084,99.475084,100,3
18408,5522400,10/19/2022 6:00,118.39683,3.521876,100.521876,100,3
18409,5522700,10/19/2022 6:05,113.33746,-5.05937,96,91.94063,5
18410,5523000,10/19/2022 6:10,111.727486,-1.609974,96,95.390026,1
18411,5523300,10/19/2022 6:15,114.894844,3.167358,100.167358,100,3
18412,5523600,10/19/2022 6:20,109.94563,-4.949214,96,92.050786,3
18413,5523900,10/19/2022 6:25,111.20727,1.26164,97.26164,97.92830667,1
18414,5524200,10/19/2022 6:30,112.846466,1.639196,97.139196,99.639196,1
18415,5524500,10/19/2022 6:35,105.226265,-7.620201,96,89.379799,6
18416,5524800,10/19/2022 6:40,110.755844,5.529579,101,100,5
18417,5525100,10/19/2022 6:45,108.66045,-2.095394,96,95.904606,3
18418,5525400,10/19/2022 6:50,109.14162,0.48117,96.48117,97.14783667,1
18419,5525700,10/19/2022 6:55,112.31495,3.17333,99.50666333,100,3
18420,5526000,10/19/2022 7:00,111.15076,-1.16419,96,98.83581,1
18421,5526300,10/19/2022 7:05,108.02828,-3.12248,96,96.87752,3
18422,5526600,10/19/2022 7:10,112.850716,4.822436,100.822436,100,3
18423,5526900,10/19/2022 7:15,110.274445,-2.576271,96,94.423729,3
18424,5527200,10/19/2022 7:20,102.066666,-8.207779,96,88.12555433,6
18425,5527500,10/19/2022 7:25,101.73413,-0.332536,96,96.33413067,1
18426,5527800,10/19/2022 7:30,103.189095,1.454965,96.954965,98.78829833,1
18427,5528100,10/19/2022 7:35,104.80214,1.613045,97.613045,99.613045,1
18428,5528400,10/19/2022 7:40,118.402275,13.600135,101,100,7
18429,5528700,10/19/2022 7:45,125.82682,7.424545,101,100,6
18430,5529000,10/19/2022 7:50,117.26313,-8.56369,96,88.43631,6
18431,5529300,10/19/2022 7:55,110.49697,-6.76616,96,90.56717333,5
18432,5529600,10/19/2022 8:00,111.264046,0.767076,97.767076,100,1
18433,5529900,10/19/2022 8:05,111.846664,0.582618,97.082618,97.582618,1
18434,5530200,10/19/2022 8:10,116.441666,4.595002,100.9283353,100,3
18435,5530500,10/19/2022 8:15,106.96773,-9.473936,96,87.526064,6
18436,5530800,10/19/2022 8:20,98.045715,-8.922015,96,87.41131833,6
18437,5531100,10/19/2022 8:25,100.68429,2.638575,99.638575,100,3
18438,5531400,10/19/2022 8:30,98.45365,-2.23064,96,94.76936,3
18439,5531700,10/19/2022 8:35,100.65,2.19635,99.19635,99.52968333,3
18440,5532000,10/19/2022 8:40,97.52333,-3.12667,96,93.20666333,3
18441,5532300,10/19/2022 8:45,96.89905,-0.62428,96,96.37572,1
18442,5532600,10/19/2022 8:50,99.013336,2.114286,98.44761933,99.114286,3
18443,5532900,10/19/2022 8:55,102.455,3.441664,99.441664,100,3
18444,5533200,10/19/2022 9:00,106.21667,3.76167,101,100,3
18445,5533500,10/19/2022 9:05,111.78101,5.56434,101,100,5
18446,5533800,10/19/2022 9:10,114.16768,2.38667,98.05333667,99.38667,3
18447,5534100,10/19/2022 9:15,107.683334,-6.484346,96,92.515654,5
18448,5534400,10/19/2022 9:20,107.566666,-0.116668,96,97.883332,1
18449,5534700,10/19/2022 9:25,113.594444,6.027778,101,100,5
18450,5535000,10/19/2022 9:30,110.19434,-3.400104,96,93.599896,3
18451,5535300,10/19/2022 9:35,108.153336,-2.041004,96.958996,94.458996,3
18452,5535600,10/19/2022 9:40,110.3344,2.181064,98.181064,100,3
18453,5535900,10/19/2022 9:45,107.68081,-2.65359,96,95.34641,3
18454,5536200,10/19/2022 9:50,104.04278,-3.63803,96,94.36197,3
18455,5536500,10/19/2022 9:55,102.065,-1.97778,96,95.02222,1
18456,5536800,10/19/2022 10:00,103.47143,1.40643,97.90643,98.07309667,1
18457,5537100,10/19/2022 10:05,101.198814,-2.272616,96,95.06071733,3
18458,5537400,10/19/2022 10:10,101.57833,0.379516,97.379516,100,1
18459,5537700,10/19/2022 10:15,101.2514,-0.32693,96,97.17307,1
18460,5538000,10/19/2022 10:20,92.383766,-8.867634,96,87.79903267,6
18461,5538300,10/19/2022 10:25,94.88809,2.504324,98.17099067,99.004324,3
18462,5538600,10/19/2022 10:30,93.16857,-1.71952,97.28048,96.28048,1
18463,5538900,10/19/2022 10:35,98.58222,5.41365,101,100,5
18464,5539200,10/19/2022 10:40,105.671165,7.088945,101,100,6
18465,5539500,10/19/2022 10:45,94.57016,-11.101005,96,86.898995,7
18466,5539800,10/19/2022 10:50,102.258575,7.688415,101,100,6
18467,5540100,10/19/2022 10:55,102.130554,-0.128021,97.871979,98.871979,1
18468,5540400,10/19/2022 11:00,110.1197,7.989146,101,100,6
18469,5540700,10/19/2022 11:05,105.62824,-4.49146,96,92.50854,3
18470,5541000,10/19/2022 11:10,98.29149,-7.33675,96,89.32991667,6
18471,5541300,10/19/2022 11:15,98.51143,0.21994,98.21994,98.21994,1
18472,5541600,10/19/2022 11:20,94.45333,-4.0581,96,92.9419,3
18473,5541900,10/19/2022 11:25,95.858734,1.405404,97.905404,98.07207067,1
18474,5542200,10/19/2022 11:30,98.862854,3.00412,98.50412,100,3
18475,5542500,10/19/2022 11:35,97.477776,-1.385078,96,96.114922,1
18476,5542800,10/19/2022 11:40,104.93389,7.456114,101,100,6
18477,5543100,10/19/2022 11:45,104.52095,-0.41294,96,98.58706,1
18478,5543400,10/19/2022 11:50,107.79143,3.27048,101,99.77048,3
18479,5543700,10/19/2022 11:55,111.71995,3.92852,99.26185333,100,3
18480,5544000,10/19/2022 12:00,109.73334,-1.98661,96,95.51339,1
18481,5544300,10/19/2022 12:05,104.30182,-5.43152,96,91.56848,5
18482,5544600,10/19/2022 12:10,106.995,2.69318,98.35984667,100,3
18483,5544900,10/19/2022 12:15,108.55454,1.55954,97.55954,98.55954,1
18484,5545200,10/19/2022 12:20,114.55603,6.00149,101,100,5
18485,5545500,10/19/2022 12:25,105.96667,-8.58936,96,88.07730667,6
18486,5545800,10/19/2022 12:30,107.81095,1.84428,97.34428,99.84428,1
18487,5546100,10/19/2022 12:35,124.14576,16.33481,101,100,8
18488,5546400,10/19/2022 12:40,119.32449,-4.82127,96,91.51206333,3
18489,5546700,10/19/2022 12:45,119.53048,0.20599,96.53932333,99.20599,1
18490,5547000,10/19/2022 12:50,118.29106,-1.23942,96.76058,96.76058,1
18491,5547300,10/19/2022 12:55,122.03957,3.74851,99.74851,100,3
18492,5547600,10/19/2022 13:00,114.58839,-7.45118,96,88.88215333,6
18493,5547900,10/19/2022 13:05,110.93117,-3.65722,96,93.34278,3
18494,5548200,10/19/2022 13:10,102.66136,-8.26981,96,89.73019,6
18495,5548500,10/19/2022 13:15,99.22024,-3.44112,96,96.55888,3
18496,5548800,10/19/2022 13:20,95.115,-4.10524,96,92.39476,3
18497,5549100,10/19/2022 13:25,97.05278,1.93778,97.43778,99.27111333,1
18498,5549400,10/19/2022 13:30,97.46212,0.40934,97.40934,97.40934,1
18499,5549700,10/19/2022 13:35,99.091125,1.629005,98.629005,100,1
18500,5550000,10/19/2022 13:40,91.895386,-7.195739,96,89.804261,6
18501,5550300,10/19/2022 13:45,103.33045,11.435064,101,100,7
18502,5550600,10/19/2022 13:50,102.16078,-1.16967,96,95.83033,1
18503,5550900,10/19/2022 13:55,99.47667,-2.68411,96,94.64922333,3
18504,5551200,10/19/2022 14:00,101.67788,2.20121,97.70121,100,3
18505,5551500,10/19/2022 14:05,111.69924,10.02136,101,100,7
18506,5551800,10/19/2022 14:10,107.21616,-4.48308,96,91.85025333,3
18507,5552100,10/19/2022 14:15,105.59818,-1.61798,96,95.38202,1
18508,5552400,10/19/2022 14:20,101.487305,-4.110875,96,95.889125,3
18509,5552700,10/19/2022 14:25,95.94484,-5.542465,96,91.457535,5
18510,5553000,10/19/2022 14:30,98.70572,2.76088,98.76088,100,3
18511,5553300,10/19/2022 14:35,98.50773,-0.19799,96.80201,96.46867667,1
18512,5553600,10/19/2022 14:40,100.865715,2.357985,98.357985,99.357985,3
18513,5553900,10/19/2022 14:45,104.78,3.914285,99.414285,100,3
18514,5554200,10/19/2022 14:50,96.075554,-8.704446,96,88.795554,6
18515,5554500,10/19/2022 14:55,97.047775,0.972221,96.972221,97.63888767,1
18516,5554800,10/19/2022 15:00,97.94066,0.892885,97.892885,97.22621833,1
18517,5555100,10/19/2022 15:05,103.6901,5.74944,101,100,5
18518,5555400,10/19/2022 15:10,108.34454,4.65444,100.65444,100,3
18519,5555700,10/19/2022 15:15,106.34394,-2.0006,96,94.9994,3
18520,5556000,10/19/2022 15:20,107.93499,1.59105,96.92438333,98.92438333,1
18521,5556300,10/19/2022 15:25,105.34277,-2.59222,96,94.40778,3
18522,5556600,10/19/2022 15:30,101.88207,-3.4607,96,93.5393,3
18523,5556900,10/19/2022 15:35,97.81111,-4.07096,96,95.92904,3
18524,5557200,10/19/2022 15:40,103.27405,5.46294,101,100,5
18525,5557500,10/19/2022 15:45,97.524445,-5.749605,96,92.250395,5
18526,5557800,10/19/2022 15:50,95.77677,-1.747675,96,95.252325,1
18527,5558100,10/19/2022 15:55,95.27636,-0.50041,96,96.83292333,1
18528,5558400,10/19/2022 16:00,92.20944,-3.06692,96,93.93308,3
18529,5558700,10/19/2022 16:05,91.906906,-0.302534,97.697466,98.697466,1
18530,5559000,10/19/2022 16:10,94.39683,2.489924,98.489924,99.489924,3
18531,5559300,10/19/2022 16:15,98,3.60317,100.60317,100,3
18532,5559600,10/19/2022 16:20,100.05778,2.05778,99.05778,98.39111333,3
18533,5559900,10/19/2022 16:25,95.901115,-4.156665,96,92.343335,3
18534,5560200,10/19/2022 16:30,101.24905,5.347935,101,100,5
18535,5560500,10/19/2022 16:35,101.22666,-0.02239,98.97761,96.97761,1
18536,5560800,10/19/2022 16:40,99.057144,-2.169516,96,95.830484,3
18537,5561100,10/19/2022 16:45,92.942856,-6.114288,96,90.885712,5
18538,5561400,10/19/2022 16:50,85.80643,-7.136426,96,90.863574,6
18539,5561700,10/19/2022 16:55,90.848335,5.041905,100.7085717,100,5
18540,5562000,10/19/2022 17:00,99.959526,9.111191,101,100,6
18541,5562300,10/19/2022 17:05,93.99555,-5.963976,96,92.036024,5
18542,5562600,10/19/2022 17:10,88.89667,-5.09888,96,91.56778667,5
18543,5562900,10/19/2022 17:15,90.32,1.42333,97.92333,97.92333,1
18544,5563200,10/19/2022 17:20,90.66349,0.34349,96.34349,99.34349,1
18545,5563500,10/19/2022 17:25,91.39905,0.73556,97.73556,100,1
18546,5563800,10/19/2022 17:30,96.878174,5.479124,101,100,5
18547,5564100,10/19/2022 17:35,97.85778,0.979606,96.979606,98.31293933,1
18548,5564400,10/19/2022 17:40,89.55333,-8.30445,96,88.69555,6
18549,5564700,10/19/2022 17:45,89.6,0.04667,96.38000333,98.04667,1
18550,5565000,10/19/2022 17:50,87.30572,-2.29428,96,95.70572,3
18551,5565300,10/19/2022 17:55,88.457146,1.151426,98.151426,97.81809267,1
18552,5565600,10/19/2022 18:00,88.26929,-0.187856,96.812144,97.812144,1
18553,5565900,10/19/2022 18:05,89.255,0.98571,96.98571,97.98571,1
18554,5566200,10/19/2022 18:10,88.09,-1.165,96,95.835,1
18555,5566500,10/19/2022 18:15,89.64405,1.55405,97.55405,100,1
18556,5566800,10/19/2022 18:20,96.64167,6.99762,101,100,5
18557,5567100,10/19/2022 18:25,92.78571,-3.85596,96,93.47737333,3
18558,5567400,10/19/2022 18:30,91.047615,-1.738095,96,94.59523833,1
18559,5567700,10/19/2022 18:35,86.39286,-4.654755,96,93.345245,3
18560,5568000,10/19/2022 18:40,86.27048,-0.12238,96,97.87762,1
18561,5568300,10/19/2022 18:45,86.91048,0.64,96.14,97.64,1
18562,5568600,10/19/2022 18:50,85.56286,-1.34762,97.65238,94.98571333,1
18563,5568900,10/19/2022 18:55,85.39175,-0.17111,96,98.82889,1
18564,5569200,10/19/2022 19:00,87.54762,2.15587,97.48920333,99.15587,3
18565,5569500,10/19/2022 19:05,94.984344,7.436724,101,100,6
18566,5569800,10/19/2022 19:10,97.806114,2.82177,98.82177,99.32177,3
18567,5570100,10/19/2022 19:15,104.68485,6.878736,101,100,5
18568,5570400,10/19/2022 19:20,78.183334,-26.501516,96,72.498484,10
18569,5570700,10/19/2022 19:25,78.575005,0.391671,96.05833767,97.72500433,1
18570,5571000,10/19/2022 19:30,76.39833,-2.176675,96,94.823325,3
18571,5571300,10/19/2022 19:35,74.48334,-1.91499,96.08501,96.08501,1
18572,5571600,10/19/2022 19:40,75.75238,1.26904,97.76904,99.26904,1
18573,5571900,10/19/2022 19:45,77.2,1.44762,98.44762,99.44762,1
18574,5572200,10/19/2022 19:50,78.791664,1.591664,97.591664,100,1
18575,5572500,10/19/2022 19:55,79.92667,1.135006,97.135006,98.46833933,1
18576,5572800,10/19/2022 20:00,81.0881,1.16143,97.66143,97.82809667,1
18577,5573100,10/19/2022 20:05,82.537384,1.449284,97.78261733,100,1
18578,5573400,10/19/2022 20:10,83.59167,1.054286,97.554286,98.38761933,1
18579,5573700,10/19/2022 20:15,83.779366,0.187696,96.187696,96.687696,1
18580,5574000,10/19/2022 20:20,83.12262,-0.656746,96.343254,97.343254,1
18581,5574300,10/19/2022 20:25,85.58056,2.45794,98.79127333,100,3
18582,5574600,10/19/2022 20:30,84.43889,-1.14167,96,97.85833,1
18583,5574900,10/19/2022 20:35,85.67937,1.24048,100.24048,98.57381333,1
18584,5575200,10/19/2022 20:40,85.68762,0.00825,97.00825,97.34158333,1
18585,5575500,10/19/2022 20:45,85.49643,-0.19119,96.14214333,96.80881,1
18586,5575800,10/19/2022 20:50,85.047615,-0.448815,96,96.551185,1
18587,5576100,10/19/2022 20:55,85.57381,0.526195,97.526195,99.526195,1
18588,5576400,10/19/2022 21:00,86.880714,1.306904,100.306904,98.64023733,1
18589,5576700,10/19/2022 21:05,85.24286,-1.637854,96,96.362146,1
18590,5577000,10/19/2022 21:10,84.51175,-0.73111,97.26889,95.93555667,1
18591,5577300,10/19/2022 21:15,86.40595,1.8942,98.8942,100,1
18592,5577600,10/19/2022 21:20,87.02143,0.61548,96.28214667,96.94881333,1
18593,5577900,10/19/2022 21:25,86.915474,-0.105956,96,97.894044,1
18594,5578200,10/19/2022 21:30,85.90119,-1.014284,97.985716,98.985716,1
18595,5578500,10/19/2022 21:35,85.53381,-0.36738,96,97.63262,1
18596,5578800,10/19/2022 21:40,84.85238,-0.68143,97.31857,95.65190333,1
18597,5579100,10/19/2022 21:45,83.78247,-1.06991,96,96.93009,1
18598,5579400,10/19/2022 21:50,82.46508,-1.31739,96,97.68261,1
18599,5579700,10/19/2022 21:55,82.69444,0.22936,96.22936,98.22936,1
18600,5580000,10/19/2022 22:00,82.46905,-0.22539,96,96.77461,1
18601,5580300,10/19/2022 22:05,80.290474,-2.178576,96,96.821424,3
18602,5580600,10/19/2022 22:10,83.00682,2.716346,98.716346,99.38301267,3
18603,5580900,10/19/2022 22:15,81.54952,-1.4573,97.5427,95.87603333,1
18604,5581200,10/19/2022 22:20,76.51905,-5.03047,96,93.96953,5
18605,5581500,10/19/2022 22:25,76.98214,0.46309,96.96309,96.96309,1
18606,5581800,10/19/2022 22:30,79.50976,2.52762,98.86095333,100,3
18607,5582100,10/19/2022 22:35,92.19221,12.68245,101,100,7
18608,5582400,10/19/2022 22:40,80.54874,-11.64347,96,85.35653,7
18609,5582700,10/19/2022 22:45,73.7381,-6.81064,96,90.52269333,5
18610,5583000,10/19/2022 22:50,75.161194,1.423094,97.423094,97.923094,1
18611,5583300,10/19/2022 22:55,78.62857,3.467376,99.967376,100,3
18612,5583600,10/19/2022 23:00,79.078575,0.450005,96.450005,98.450005,1
18613,5583900,10/19/2022 23:05,79.94254,0.863965,96.863965,100,1
18614,5584200,10/19/2022 23:10,77.91143,-2.03111,96,96.96889,3
18615,5584500,10/19/2022 23:15,79.21,1.29857,100.29857,100,1
18616,5584800,10/19/2022 23:20,79.6981,0.4881,97.4881,96.9881,1
18617,5585100,10/19/2022 23:25,77.62222,-2.07588,96,94.92412,3
18618,5585400,10/19/2022 23:30,78.032936,0.410716,96.410716,97.410716,1
18619,5585700,10/19/2022 23:35,77.82727,-0.205666,96.294334,96.794334,1
18620,5586000,10/19/2022 23:40,81.60476,3.77749,100.1108233,100,3
18621,5586300,10/19/2022 23:45,81.21333,-0.39143,96,96.10857,1
18622,5586600,10/19/2022 23:50,81.77397,0.56064,97.56064,98.06064,1
18623,5586900,10/19/2022 23:55,81.20476,-0.56921,96.43079,95.93079,1
18624,5587200,10/20/2022 0:00,77.18413,-4.02063,96,92.97937,3
18625,5587500,10/20/2022 0:05,78.52183,1.3377,98.3377,100,1
18626,5587800,10/20/2022 0:10,79.76143,1.2396,97.7396,98.2396,1
18627,5588100,10/20/2022 0:15,77.727615,-2.033815,96,95.966185,3
18628,5588400,10/20/2022 0:20,77.941666,0.214051,96.714051,99.214051,1
18629,5588700,10/20/2022 0:25,78.68254,0.740874,96.240874,97.740874,1
18630,5589000,10/20/2022 0:30,80.10809,1.42555,97.92555,98.92555,1
18631,5589300,10/20/2022 0:35,82.53762,2.42953,97.92953,99.42953,3
18632,5589600,10/20/2022 0:40,83.007225,0.469605,96.469605,98.469605,1
18633,5589900,10/20/2022 0:45,84.24095,1.233725,97.233725,98.233725,1
18634,5590200,10/20/2022 0:50,81.10587,-3.13508,96,94.19825333,3
18635,5590500,10/20/2022 0:55,81.81619,0.71032,96.71032,98.04365333,1
18636,5590800,10/20/2022 1:00,82.09167,0.27548,96.60881333,100,1
18637,5591100,10/20/2022 1:05,81.279526,-0.812144,97.187856,96.687856,1
18638,5591400,10/20/2022 1:10,81.72024,0.440714,97.440714,97.10738067,1
18639,5591700,10/20/2022 1:15,79.85389,-1.86635,96,98.13365,1
18640,5592000,10/20/2022 1:20,79.59215,-0.26174,96,96.07159333,1
18641,5592300,10/20/2022 1:25,79.51628,-0.07587,96,96.25746333,1
18642,5592600,10/20/2022 1:30,78.032936,-1.483344,97.516656,94.84998933,1
18643,5592900,10/20/2022 1:35,78.33889,0.305954,96,97.305954,1
18644,5593200,10/20/2022 1:40,79.316666,0.977776,99.977776,99.977776,1
18645,5593500,10/20/2022 1:45,81.752815,2.436149,101,98.76948233,3
18646,5593800,10/20/2022 1:50,78.748886,-3.003929,96,94.996071,3
18647,5594100,10/20/2022 1:55,78.38405,-0.364836,96,99.635164,1
18648,5594400,10/20/2022 2:00,77.88095,-0.5031,96,97.4969,1
18649,5594700,10/20/2022 2:05,78.173805,0.292855,96.62618833,99.292855,1
18650,5595000,10/20/2022 2:10,78.970474,0.796669,97.796669,97.13000233,1
18651,5595300,10/20/2022 2:15,79.013336,0.042862,96.042862,97.042862,1
18652,5595600,10/20/2022 2:20,80.040474,1.027138,97.027138,98.027138,1
18653,5595900,10/20/2022 2:25,80.00833,-0.032144,96,99.967856,1
18654,5596200,10/20/2022 2:30,80.28849,0.28016,96.28016,97.28016,1
18655,5596500,10/20/2022 2:35,75.81722,-4.47127,96,93.52873,3
18656,5596800,10/20/2022 2:40,77.557144,1.739924,97.739924,98.40659067,1
18657,5597100,10/20/2022 2:45,78.52302,0.965876,97.29920933,99.965876,1
18658,5597400,10/20/2022 2:50,77.78452,-0.7385,96,95.92816667,1
18659,5597700,10/20/2022 2:55,77.44508,-0.33944,96,96.66056,1
18660,5598000,10/20/2022 3:00,77.42921,-0.01587,96,97.31746333,1
18661,5598300,10/20/2022 3:05,81.53143,4.10222,99.76888667,100,3
18662,5598600,10/20/2022 3:10,79.3873,-2.14413,96,94.85587,3
18663,5598900,10/20/2022 3:15,82.36905,2.98175,99.98175,100,3
18664,5599200,10/20/2022 3:20,79.50278,-2.86627,96.13373,94.63373,3
18665,5599500,10/20/2022 3:25,81.41976,1.91698,97.91698,100,1
18666,5599800,10/20/2022 3:30,80.560715,-0.859045,96,97.140955,1
18667,5600100,10/20/2022 3:35,82.66389,2.103175,98.103175,98.43650833,3
18668,5600400,10/20/2022 3:40,82.29921,-0.36468,98.63532,99.63532,1
18669,5600700,10/20/2022 3:45,83.82381,1.5246,97.5246,98.0246,1
18670,5601000,10/20/2022 3:50,83.98651,0.1627,96,97.49603333,1
18671,5601300,10/20/2022 3:55,84.48381,0.4973,96.4973,98.4973,1
18672,5601600,10/20/2022 4:00,84.44,-0.04381,96,97.45619,1
18673,5601900,10/20/2022 4:05,85.34381,0.90381,97.90381,97.90381,1
18674,5602200,10/20/2022 4:10,84.18667,-1.15714,96,96.84286,1
18675,5602500,10/20/2022 4:15,83.73691,-0.44976,96,96.88357333,1
18676,5602800,10/20/2022 4:20,84.026665,0.289755,96.289755,96.95642167,1
18677,5603100,10/20/2022 4:25,83.83016,-0.196505,96,97.303495,1
18678,5603400,10/20/2022 4:30,78.62341,-5.20675,96,91.79325,5
18679,5603700,10/20/2022 4:35,83.086365,4.462955,101,100,3
18680,5604000,10/20/2022 4:40,81.63,-1.456365,96,95.543635,1
18681,5604300,10/20/2022 4:45,82.594444,0.964444,97.964444,99.964444,1
18682,5604600,10/20/2022 4:50,97.245,14.650556,101,100,7
18683,5604900,10/20/2022 4:55,105.394554,8.149554,101,100,6
18684,5605200,10/20/2022 5:00,102.21428,-3.180274,96,94.15305933,3
18685,5605500,10/20/2022 5:05,99.03401,-3.18027,96,94.81973,3
18686,5605800,10/20/2022 5:10,95.85374,-3.18027,96,94.31973,3
18687,5606100,10/20/2022 5:15,92.67347,-3.18027,96,93.81973,3
18688,5606400,10/20/2022 5:20,91.50898,-1.16449,96,95.50217667,1
18689,5606700,10/20/2022 5:25,102.30643,10.79745,101,100,7
18690,5607000,10/20/2022 5:30,101.89889,-0.40754,98.59246,96.09246,1
18691,5607300,10/20/2022 5:35,91.43407,-10.46482,96,87.53518,7
18692,5607600,10/20/2022 5:40,94.835236,3.401166,99.401166,100,3
18693,5607900,10/20/2022 5:45,98.064285,3.229049,98.56238233,99.729049,3
18694,5608200,10/20/2022 5:50,101.34095,3.276665,98.60999833,100,3
18695,5608500,10/20/2022 5:55,100.29652,-1.04443,96,95.45557,1
18696,5608800,10/20/2022 6:00,100.9316,0.63508,97.13508,100,1
18697,5609100,10/20/2022 6:05,108.90868,7.97708,101,100,6
18698,5609400,10/20/2022 6:10,108.119484,-0.789196,96.210804,99.210804,1
18699,5609700,10/20/2022 6:15,113.26616,5.146676,101,100,5
18700,5610000,10/20/2022 6:20,123.443634,10.177474,101,100,7
18701,5610300,10/20/2022 6:25,121.193535,-2.250099,96.749901,95.749901,3
18702,5610600,10/20/2022 6:30,112.64166,-8.551875,96,88.448125,6
18703,5610900,10/20/2022 6:35,118.527145,5.885485,101,100,5
18704,5611200,10/20/2022 6:40,123.18974,4.662595,101,100,3
18705,5611500,10/20/2022 6:45,118.62454,-4.5652,96,93.4348,3
18706,5611800,10/20/2022 6:50,119.29141,0.66687,96.66687,99.66687,1
18707,5612100,10/20/2022 6:55,108.71777,-10.57364,96,86.42636,7
18708,5612400,10/20/2022 7:00,102.72309,-5.99468,96,90.67198667,5
18709,5612700,10/20/2022 7:05,110.27348,7.55039,101,100,6
18710,5613000,10/20/2022 7:10,106.95767,-3.31581,96,93.18419,3
18711,5613300,10/20/2022 7:15,109.56778,2.61011,98.11011,100,3
18712,5613600,10/20/2022 7:20,109.90667,0.33889,96.33889,100,1
18713,5613900,10/20/2022 7:25,111.703186,1.796516,97.796516,99.796516,1
18714,5614200,10/20/2022 7:30,113.77682,2.073634,101,100,3
18715,5614500,10/20/2022 7:35,103.953026,-9.823794,96,88.176206,6
18716,5614800,10/20/2022 7:40,97.03667,-6.916356,96,92.083644,5
18717,5615100,10/20/2022 7:45,106.306465,9.269795,101,100,6
18718,5615400,10/20/2022 7:50,109.14667,2.840205,99.340205,99.840205,3
18719,5615700,10/20/2022 7:55,105.09156,-4.05511,96,94.94489,3
18720,5616000,10/20/2022 8:00,103.62857,-1.46299,96,96.53701,1
18721,5616300,10/20/2022 8:05,104.905556,1.276986,96.776986,99.276986,1
18722,5616600,10/20/2022 8:10,107.18318,2.277624,98.777624,100,3
18723,5616900,10/20/2022 8:15,105.31217,-1.87101,96,95.12899,1
18724,5617200,10/20/2022 8:20,102.03016,-3.28201,96,95.71799,3
18725,5617500,10/20/2022 8:25,108.482124,6.451964,101,100,5
18726,5617800,10/20/2022 8:30,103.74317,-4.738954,96,94.261046,3
18727,5618100,10/20/2022 8:35,95.78762,-7.95555,96,91.04445,6
18728,5618400,10/20/2022 8:40,96.71555,0.92793,96.92793,98.42793,1
18729,5618700,10/20/2022 8:45,96.28,-0.43555,96.06445,95.89778333,1
18730,5619000,10/20/2022 8:50,94.44334,-1.83666,96,97.16334,1
18731,5619300,10/20/2022 8:55,98.69841,4.25507,99.58840333,100,3
